ID_Zona	Tipo_Familia	Tipo_Pareja	Tipo_Soltero	Educacion_Superior	Educacion_Media	Educacion_Baja	Poblacion_Empresario	Poblacion_Funcionario	Poblacion_Trabajador_Cualificado	Poblacion_Trabajador_No_Cualificado	Vivienda_Propiedad	Vivienda_Alquiler	Medico_Seguro_Privado	Medico_Seguridad_Social	Ingresos_Mas_De_40000	Ingresos_De_20000_Hasta_40000	Ingresos_Hasta_20000
Z0540	1.65	92.07	6.28	0.0	55.6	44.4	0.0	60.35	30.02	9.63	5.12	94.88	0.0	100.0	0.0	0.0	99.99
Z0541	44.13	12.7	43.17	10.49	46.56	42.95	11.13	66.16	20.03	2.68	0.0	100.0	43.47	56.53	0.0	0.0	99.99
Z0543	1.97	39.86	58.16	16.33	50.48	33.19	7.49	64.65	24.83	3.03	0.0	100.0	44.36	55.64	0.0	0.0	100.0
Z0544	4.49	40.29	55.22	33.38	22.48	44.14	4.84	70.01	23.2	1.95	0.0	100.0	42.1	57.9	0.0	0.0	100.0
Z0547	30.45	42.54	27.01	6.04	31.0	62.96	20.62	32.13	33.74	13.51	33.31	66.69	19.77	80.23	0.0	8.25	91.75
Z0548	16.63	42.31	41.06	3.83	46.2	49.97	26.31	31.09	6.46	36.13	58.76	41.24	19.18	80.82	0.0	2.73	97.27
Z0550	56.3	35.12	8.58	16.25	59.6	24.15	19.47	27.78	24.53	28.23	43.2	56.8	42.49	57.51	0.0	6.08	93.92
Z0553	18.94	0.0	81.06	0.0	0.0	100.0	0.0	0.0	65.16	34.84	19.44	80.56	13.98	86.02	0.0	0.0	100.0
Z0554	17.56	59.96	22.48	1.67	5.21	93.11	10.1	17.11	55.26	17.54	56.0	44.0	6.35	93.65	0.0	0.0	100.01
Z0556	0.0	0.0	100.0	0.0	46.01	53.99	71.45	14.08	7.29	7.18	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0557	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	31.46	68.54	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0558	0.0	20.77	79.23	100.0	0.0	0.0	23.48	16.31	20.01	40.2	0.0	100.0	78.46	21.54	0.0	0.0	100.0
Z0561	53.48	41.72	4.81	0.0	20.84	79.16	15.69	17.01	37.29	30.01	0.0	100.0	45.86	54.14	0.0	0.0	100.0
Z0562	31.05	45.28	23.67	0.0	31.72	68.28	12.43	14.61	38.56	34.4	0.0	100.0	38.33	61.67	0.0	0.0	100.0
Z0566	31.65	28.36	39.99	13.71	29.29	57.0	34.74	11.64	19.28	34.34	69.19	30.81	28.02	71.98	0.0	4.29	95.71
Z0568	55.11	44.89	0.0	40.33	0.0	59.67	42.54	20.99	20.75	15.72	100.0	0.0	25.14	74.86	0.0	2.47	97.53
Z0569	3.5	96.5	0.0	48.87	9.75	41.38	48.69	20.4	15.65	15.26	100.0	0.0	28.96	71.04	0.0	0.0	100.0
Z0570	32.37	51.45	16.18	23.14	41.86	35.01	50.8	16.89	12.84	19.48	91.38	8.62	31.22	68.78	0.0	1.15	98.84
Z0571	72.46	18.23	9.31	8.74	39.74	51.51	0.0	22.71	47.88	29.41	56.93	43.07	20.78	79.22	0.0	0.0	100.01
Z0575	17.53	35.99	46.49	42.19	19.11	38.7	17.04	19.55	17.28	46.13	25.88	74.12	87.49	12.51	0.0	3.8	96.2
Z0576	90.14	4.34	5.52	22.27	14.43	63.3	0.0	13.11	73.94	12.95	90.87	9.13	2.78	97.22	0.0	0.0	100.0
Z0578	24.63	42.64	32.73	29.76	18.7	51.54	29.74	44.13	26.13	0.0	69.62	30.38	41.33	58.67	0.0	0.0	100.0
Z0579	57.55	24.6	17.85	0.0	5.44	94.56	5.0	30.62	15.72	48.66	15.95	84.05	5.54	94.46	0.0	33.44	66.57
Z0580	40.93	31.25	27.83	0.0	4.07	95.93	4.28	19.04	29.16	47.52	11.85	88.15	6.07	93.93	0.0	3.43	96.57
Z0581	64.76	21.29	13.95	0.0	17.33	82.67	0.0	13.96	86.04	0.0	83.82	16.18	13.33	86.67	0.0	0.0	100.0
Z0584	97.64	2.36	0.0	57.15	35.91	6.95	18.93	60.67	0.0	20.4	8.76	91.24	35.74	64.26	1.18	44.39	54.43
Z0586	48.22	36.87	14.9	46.89	30.01	23.11	85.02	0.0	14.98	0.0	100.0	0.0	55.35	44.65	0.0	0.0	100.0
Z0587	74.8	0.0	25.2	0.0	15.18	84.82	0.0	0.0	100.0	0.0	83.14	16.86	0.0	100.0	0.0	0.0	100.0
Z0590	53.96	20.89	25.14	57.4	37.25	5.35	91.66	0.0	8.34	0.0	100.0	0.0	58.91	41.09	0.0	0.0	100.0
Z0592	25.66	41.99	32.35	0.0	20.34	79.66	4.22	1.74	0.0	94.04	100.0	0.0	88.45	11.55	0.0	0.0	100.01
Z0593	15.53	51.86	32.6	3.84	65.89	30.27	4.24	45.54	48.57	1.65	9.65	90.35	56.29	43.71	0.0	23.09	76.91
Z0597	0.0	47.4	52.6	15.89	31.65	52.46	0.0	0.0	0.0	100.0	84.61	15.39	44.24	55.76	0.0	0.0	100.0
Z0599	49.64	42.63	7.73	21.5	20.04	58.46	37.41	31.11	2.82	28.66	54.93	45.07	27.49	72.51	0.0	22.17	77.83
Z0601	39.6	60.4	0.0	1.79	79.91	18.3	32.68	28.94	0.0	38.38	100.0	0.0	66.53	33.47	0.0	12.63	87.37
Z0603	68.74	31.26	0.0	0.0	33.69	66.31	15.17	16.91	28.4	39.52	84.44	15.56	17.62	82.38	0.0	0.0	100.0
Z0604	71.03	28.97	0.0	0.0	27.24	72.76	20.31	7.01	29.31	43.36	94.12	5.88	18.56	81.44	0.0	0.0	100.0
Z0605	54.85	45.15	0.0	3.15	2.91	93.94	0.0	100.0	0.0	0.0	73.72	26.28	21.24	78.76	0.0	2.61	97.39
Z0607	44.12	55.88	0.0	13.13	44.6	42.28	27.74	30.63	27.03	14.59	80.55	19.45	85.94	14.06	0.0	0.0	100.0
Z0609	31.58	68.42	0.0	12.89	66.78	20.33	15.99	41.43	0.0	42.58	30.02	69.98	60.52	39.48	0.0	20.17	79.83
Z0611	62.63	16.33	21.04	0.0	25.6	74.4	0.0	15.68	84.32	0.0	85.47	14.53	0.0	100.0	0.0	0.0	100.0
Z0614	72.34	5.26	22.41	7.94	34.25	57.81	23.09	30.08	29.04	17.78	29.79	70.21	15.01	84.99	0.0	0.0	100.0
Z0615	72.62	19.16	8.22	20.26	35.1	44.64	4.51	64.64	26.2	4.65	100.0	0.0	45.96	54.04	0.0	0.0	100.0
Z0616	41.31	27.42	31.27	25.19	33.13	41.68	7.23	53.36	34.36	5.05	100.0	0.0	41.58	58.42	0.0	0.0	99.99
Z0617	66.73	33.27	0.0	20.7	50.0	29.3	35.23	26.46	16.1	22.21	73.33	26.67	26.65	73.35	0.0	0.0	99.99
Z0618	56.14	43.86	0.0	43.66	30.71	25.63	41.51	21.87	28.84	7.77	79.35	20.65	87.66	12.34	0.0	0.0	100.0
Z0620	100.0	0.0	0.0	0.0	33.21	66.79	0.0	0.0	56.8	43.2	72.69	27.31	0.0	100.0	0.0	0.0	100.0
Z0622	91.93	8.07	0.0	43.11	55.5	1.39	65.29	15.29	15.98	3.44	100.0	0.0	66.99	33.01	0.0	18.98	81.01
Z0623	73.54	26.46	0.0	0.0	0.0	100.0	0.0	0.0	73.89	26.11	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0624	67.58	32.42	0.0	0.0	47.98	52.02	0.0	32.58	67.42	0.0	70.23	29.77	0.0	100.0	0.0	0.0	100.0
Z0626	59.68	40.32	0.0	28.23	14.79	56.99	44.7	0.0	0.0	55.3	100.0	0.0	0.0	100.0	0.0	0.0	100.0
Z0627	42.51	57.49	0.0	0.0	69.12	30.88	0.0	44.85	55.15	0.0	58.41	41.59	15.56	84.44	0.0	0.0	100.0
Z0628	42.86	57.14	0.0	0.0	100.0	0.0	0.0	57.96	0.0	42.04	47.78	52.22	18.59	81.41	0.0	0.0	100.0
Z0630	41.83	35.57	22.6	68.52	31.48	0.0	72.46	27.54	0.0	0.0	100.0	0.0	72.44	27.56	20.2	34.85	44.95
Z0631	97.22	2.78	0.0	0.0	48.64	51.36	0.0	35.88	19.55	44.56	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0633	30.56	37.09	32.35	12.29	55.53	32.19	1.71	61.08	13.46	23.75	0.0	100.0	41.72	58.28	0.0	0.0	100.0
Z0634	9.42	57.77	32.81	17.1	66.35	16.55	4.67	49.23	10.84	35.26	0.0	100.0	41.28	58.72	0.0	0.0	100.0
Z0635	2.28	36.2	61.52	17.29	67.19	15.52	9.78	43.13	30.4	16.68	0.0	100.0	43.65	56.35	0.0	0.0	100.0
Z0636	16.76	26.52	56.72	14.31	61.71	23.99	19.28	42.57	3.45	34.7	0.0	100.0	42.63	57.37	0.0	0.0	100.0
Z0637	7.82	17.29	74.89	41.29	43.69	15.02	7.63	58.95	7.57	25.85	0.0	100.0	40.32	59.68	0.0	0.0	99.99
Z0638	50.83	44.59	4.57	27.06	19.85	53.09	7.24	40.94	14.9	36.92	73.22	26.78	18.53	81.47	0.0	0.0	100.0
Z0639	57.19	28.45	14.35	10.13	20.4	69.47	6.19	33.11	20.17	40.52	83.67	16.33	15.38	84.62	0.0	0.0	100.0
Z0640	20.4	49.79	29.82	12.21	79.21	8.58	20.2	62.16	8.13	9.5	15.04	84.96	18.07	81.93	0.0	18.16	81.83
Z0642	67.77	32.23	0.0	45.84	29.99	24.17	0.0	37.33	33.63	29.04	72.03	27.97	56.71	43.29	0.0	36.36	63.64
Z0643	54.11	45.89	0.0	7.84	59.66	32.5	0.0	5.84	40.19	53.97	46.01	53.99	54.93	45.07	0.0	2.79	97.21
Z0644	8.0	83.77	8.23	58.09	41.91	0.0	47.27	5.43	47.31	0.0	0.0	100.0	54.59	45.41	0.0	0.0	100.0
Z0645	42.15	38.82	19.03	23.46	35.9	40.64	18.57	56.63	17.6	7.2	67.0	33.0	29.78	70.22	0.0	0.0	99.99
Z0646	44.8	3.09	52.11	58.1	41.9	0.0	42.81	55.08	2.11	0.0	0.0	100.0	57.28	42.72	0.0	0.0	100.0
Z0647	100.0	0.0	0.0	0.0	55.79	44.21	0.0	0.0	46.57	53.43	0.0	100.0	30.98	69.02	0.0	0.0	100.0
Z0648	54.79	43.33	1.88	4.63	14.29	81.08	7.33	28.43	13.66	50.58	42.51	57.49	33.8	66.2	0.0	5.74	94.26
Z0649	96.83	1.51	1.66	20.61	13.2	66.18	2.43	44.26	36.26	17.06	84.07	15.93	19.57	80.43	0.0	0.0	99.99
Z0650	28.79	62.16	9.05	0.0	47.29	52.71	3.45	40.65	17.57	38.32	87.59	12.41	8.54	91.46	0.0	0.0	100.0
Z0651	41.2	39.28	19.51	18.28	55.55	26.16	47.87	18.61	18.05	15.46	64.95	35.05	67.02	32.98	0.0	4.21	95.79
Z0652	0.0	30.8	69.2	0.0	0.0	100.0	0.0	1.23	62.14	36.62	0.0	100.0	1.47	98.53	0.0	0.0	100.0
Z0654	19.65	27.64	52.72	17.39	44.85	37.76	21.81	50.15	8.72	19.32	79.48	20.52	31.51	68.49	0.0	5.06	94.94
Z0655	33.53	49.35	17.12	0.0	43.84	56.16	29.49	37.56	19.16	13.79	3.69	96.31	15.07	84.93	0.0	10.2	89.8
Z0656	40.0	29.48	30.53	1.71	31.61	66.68	2.68	61.82	3.43	32.07	81.86	18.14	20.9	79.1	0.0	0.0	100.0
Z0657	17.44	45.67	36.89	19.76	28.29	51.95	19.62	41.93	23.41	15.04	17.05	82.95	0.0	100.0	0.0	0.0	100.0
Z0658	57.38	23.89	18.73	0.0	15.79	84.21	0.0	16.36	25.57	58.06	31.18	68.82	1.22	98.78	0.0	0.0	100.0
Z0663	53.73	18.87	27.4	0.0	17.23	82.77	0.0	14.36	43.25	42.38	26.32	73.68	8.16	91.84	0.0	0.0	100.0
Z0664	32.99	24.24	42.77	0.0	7.13	92.87	0.0	20.79	42.27	36.93	16.11	83.89	1.91	98.09	0.0	0.0	100.01
Z0665	70.81	29.19	0.0	0.0	41.43	58.57	0.0	22.67	27.35	49.98	100.0	0.0	15.53	84.47	0.0	0.0	100.0
Z0666	71.36	25.86	2.79	2.09	14.89	83.02	3.91	29.75	25.32	41.02	95.73	4.27	6.11	93.89	0.0	0.0	100.0
Z0667	53.67	41.22	5.11	8.22	23.81	67.98	4.32	34.0	17.57	44.11	81.34	18.66	18.55	81.45	0.0	2.09	97.9
Z0668	53.87	28.83	17.3	10.11	43.7	46.19	42.25	28.36	20.02	9.38	78.54	21.46	47.07	52.93	6.49	14.16	79.35
Z0669	26.56	49.19	24.25	27.31	14.62	58.07	34.7	13.77	34.77	16.77	82.51	17.49	31.84	68.16	0.0	6.24	93.75
Z0670	55.31	15.67	29.03	3.96	70.93	25.12	52.44	21.77	22.32	3.47	69.54	30.46	44.92	55.08	8.41	16.9	74.7
Z0671	90.96	7.06	1.98	0.0	16.13	83.87	10.11	3.79	59.19	26.91	32.14	67.86	0.0	100.0	0.0	0.0	100.0
Z0672	78.79	12.03	9.18	9.32	24.83	65.86	0.0	33.7	16.6	49.7	1.11	98.89	0.0	100.0	0.0	0.0	100.0
Z0674	68.21	26.22	5.57	0.0	28.75	71.25	0.0	34.23	42.86	22.91	81.89	18.11	32.17	67.83	0.0	0.0	100.0
Z0675	56.4	40.75	2.85	18.72	65.41	15.87	38.28	43.44	10.75	7.52	18.35	81.65	80.42	19.58	4.19	9.05	86.76
Z0676	97.68	2.32	0.0	0.0	43.11	56.89	0.0	29.02	39.83	31.14	56.8	43.2	0.0	100.0	0.0	0.0	100.0
Z0679	52.34	28.54	19.12	2.66	20.39	76.95	8.31	22.96	1.26	67.48	95.89	4.11	12.46	87.54	0.0	0.0	100.0
Z0680	92.96	7.04	0.0	3.31	4.95	91.74	8.38	22.42	13.63	55.57	1.74	98.26	3.57	96.43	4.1	0.0	95.9
Z0681	69.69	30.31	0.0	31.25	65.08	3.67	37.88	34.02	22.35	5.75	93.14	6.86	42.57	57.43	0.0	18.59	81.42
Z0682	32.25	44.92	22.83	17.14	40.46	42.39	24.02	18.57	28.7	28.72	66.36	33.64	20.2	79.8	15.76	0.0	84.24
Z0683	19.6	35.54	44.86	22.14	59.25	18.61	15.96	26.21	23.92	33.91	8.76	91.24	20.42	79.58	0.0	0.0	100.0
Z0684	14.94	40.23	44.82	15.91	0.0	84.09	0.0	100.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0686	65.51	0.0	34.49	0.0	25.98	74.02	0.0	22.2	77.8	0.0	32.64	67.36	0.0	100.0	0.0	0.0	100.0
Z0687	50.94	19.28	29.78	0.0	27.61	72.39	0.0	0.0	0.0	100.0	100.0	0.0	23.02	76.98	0.0	0.0	100.0
Z0689	53.12	30.28	16.6	7.17	42.2	50.63	20.67	29.93	23.71	25.68	60.33	39.67	7.63	92.37	2.57	0.0	97.43
Z0690	40.7	39.39	19.9	0.0	24.44	75.56	8.84	31.12	30.46	29.58	100.0	0.0	13.97	86.03	0.0	0.0	100.0
Z0691	29.24	70.76	0.0	5.46	51.99	42.55	4.59	21.99	4.31	69.11	83.44	16.56	77.75	22.25	0.0	32.57	67.43
Z0693	56.93	43.07	0.0	28.37	71.63	0.0	41.09	41.73	17.17	0.0	100.0	0.0	70.71	29.29	0.0	0.0	100.0
Z0694	1.01	92.11	6.88	79.79	16.99	3.22	91.19	0.0	8.81	0.0	91.58	8.42	100.0	0.0	0.0	43.75	56.25
Z0695	43.09	19.38	37.53	16.3	10.8	72.89	76.19	0.0	23.81	0.0	54.04	45.96	100.0	0.0	0.0	15.58	84.42
Z0696	66.88	33.12	0.0	4.87	68.78	26.35	19.63	51.68	15.46	13.23	20.9	79.1	27.23	72.77	0.0	5.87	94.13
Z0697	43.2	56.8	0.0	2.3	51.09	46.61	4.78	43.38	5.19	46.65	44.41	55.59	30.08	69.92	0.0	19.3	80.69
Z0698	28.05	71.95	0.0	18.31	28.23	53.46	7.28	44.1	8.01	40.61	87.59	12.41	26.52	73.48	0.0	28.59	71.41
Z0700	60.26	39.74	0.0	19.93	38.12	41.95	35.77	46.35	16.59	1.3	0.0	100.0	31.24	68.76	0.0	0.0	100.0
Z0704	0.0	12.36	87.64	0.0	0.0	100.0	0.0	58.4	0.0	41.6	28.43	71.57	34.85	65.15	0.0	0.0	100.0
Z0706	41.66	13.34	45.0	0.0	4.2	95.8	7.28	8.4	30.46	53.86	5.52	94.48	3.57	96.43	0.0	6.81	93.19
Z0708	2.28	52.53	45.2	4.77	37.17	58.06	20.66	39.59	5.06	34.69	3.44	96.56	1.11	98.89	0.0	0.0	100.01
Z0709	36.35	4.84	58.81	6.52	16.81	76.67	0.0	20.81	27.51	51.68	71.37	28.63	6.84	93.16	0.0	0.0	100.0
Z0713	12.9	61.33	25.77	7.27	41.75	50.98	10.91	27.75	15.11	46.23	65.79	34.21	58.78	41.22	0.0	23.89	76.11
Z0715	44.26	31.28	24.46	7.19	34.42	58.39	32.43	30.64	6.51	30.41	57.74	42.26	24.51	75.49	8.93	0.0	91.07
Z0716	50.78	6.07	43.15	0.0	20.76	79.24	0.0	3.48	24.87	71.65	24.57	75.43	3.34	96.66	0.0	4.92	95.08
Z0718	66.4	16.21	17.38	0.0	48.37	51.63	29.62	4.16	0.0	66.23	100.0	0.0	79.89	20.11	0.0	0.0	100.0
Z0720	24.98	56.91	18.11	19.78	14.66	65.55	17.4	30.88	35.53	16.19	42.62	57.38	18.66	81.34	0.0	0.0	100.0
Z0721	63.35	7.39	29.26	0.0	67.29	32.71	28.18	20.01	0.0	51.82	100.0	0.0	81.4	18.6	0.0	0.0	100.0
Z0722	50.22	13.76	36.02	0.0	29.82	70.18	0.0	0.0	17.6	82.4	57.37	42.63	0.0	100.0	0.0	0.0	99.99
Z0723	51.24	21.62	27.14	16.62	35.97	47.41	21.43	34.65	43.92	0.0	100.0	0.0	20.26	79.74	0.0	0.0	100.0
Z0724	45.53	17.18	37.29	26.25	32.5	41.25	29.1	0.0	33.84	37.05	79.62	20.38	15.04	84.96	0.0	15.08	84.91
Z0726	53.39	17.76	28.85	16.2	20.34	63.46	30.97	8.77	0.0	60.26	98.42	1.58	20.89	79.11	0.0	0.0	100.0
Z0727	36.17	31.16	32.67	0.0	54.27	45.73	19.15	42.17	38.68	0.0	53.99	46.01	17.22	82.78	0.0	29.31	70.69
Z0728	45.89	18.05	36.06	30.31	34.86	34.83	35.31	0.0	39.51	25.19	95.18	4.82	19.32	80.68	0.0	17.45	82.55
Z0729	0.0	41.98	58.02	0.0	0.0	100.0	0.0	9.14	26.07	64.79	0.0	100.0	32.35	67.65	0.0	0.0	100.0
Z0730	16.41	52.07	31.51	19.64	80.36	0.0	20.74	79.26	0.0	0.0	100.0	0.0	30.82	69.18	0.0	36.18	63.83
Z0731	54.55	45.45	0.0	0.0	0.0	100.0	0.0	22.54	77.46	0.0	0.0	100.0	0.0	100.0	0.0	10.83	89.17
Z0732	59.0	41.0	0.0	0.0	30.12	69.88	8.08	44.42	26.84	20.66	57.28	42.72	1.16	98.84	0.0	6.64	93.36
Z0733	43.49	56.51	0.0	20.2	18.08	61.72	41.79	0.0	22.94	35.27	100.0	0.0	31.71	68.29	0.0	0.0	100.0
Z0734	39.09	60.91	0.0	7.72	40.1	52.18	11.44	28.69	26.33	33.55	82.12	17.88	85.01	14.99	0.0	0.0	100.0
Z0735	15.17	84.83	0.0	0.0	17.26	82.74	1.65	47.34	42.02	8.99	66.35	33.65	15.81	84.19	0.0	0.0	100.0
Z0736	82.84	0.0	17.16	7.56	38.21	54.23	0.0	37.95	26.98	35.07	18.63	81.37	6.95	93.05	0.0	0.0	100.01
Z0737	0.0	78.46	21.54	13.74	72.3	13.96	68.99	31.01	0.0	0.0	100.0	0.0	32.74	67.26	0.0	0.0	100.0
Z0738	56.52	43.48	0.0	0.0	12.79	87.21	22.78	15.83	48.04	13.35	79.05	20.95	0.0	100.0	0.0	0.0	100.0
Z0739	54.96	45.04	0.0	0.0	28.12	71.88	32.44	21.65	33.9	12.02	83.76	16.24	0.0	100.0	0.0	0.0	100.0
Z0740	57.57	42.43	0.0	56.51	43.49	0.0	55.81	21.4	0.0	22.79	100.0	0.0	100.0	0.0	0.0	15.54	84.46
Z0741	44.49	55.51	0.0	0.0	26.11	73.89	14.22	15.34	51.45	18.99	100.0	0.0	34.87	65.13	0.0	0.0	100.0
Z0742	15.83	84.17	0.0	54.47	45.53	0.0	84.62	15.37	0.0	0.0	100.0	0.0	87.33	12.67	19.69	19.42	60.9
Z0743	92.96	1.18	5.86	19.88	26.0	54.12	6.83	71.17	20.57	1.43	100.0	0.0	28.95	71.05	0.0	0.0	100.01
Z0744	72.05	27.95	0.0	0.0	34.63	65.37	12.8	36.45	28.53	22.22	56.52	43.48	21.01	78.99	0.0	0.0	100.0
Z0745	30.64	66.19	3.18	0.0	48.02	51.98	0.0	27.55	0.0	72.45	100.0	0.0	83.88	16.12	0.0	0.0	100.0
Z0751	54.91	45.09	0.0	0.0	56.41	43.59	12.53	19.12	61.17	7.17	68.8	31.2	0.0	100.0	0.0	0.0	100.01
Z0754	57.33	42.67	0.0	20.63	39.52	39.85	49.78	27.88	22.34	0.0	59.79	40.21	58.88	41.12	0.0	0.0	100.0
Z0755	61.37	38.63	0.0	17.1	55.41	27.49	17.57	70.57	0.0	11.86	53.55	46.45	69.03	30.97	0.0	32.11	67.89
Z0756	38.1	61.9	0.0	0.0	15.92	84.08	1.06	1.24	63.75	33.94	46.48	53.52	4.33	95.67	0.0	0.0	100.0
Z0757	26.53	73.47	0.0	5.83	43.12	51.06	39.9	2.99	21.57	35.54	86.45	13.55	41.91	58.09	4.45	4.2	91.35
Z0758	69.76	24.37	5.87	0.0	4.12	95.88	0.0	10.14	17.33	72.53	0.0	100.0	47.85	52.15	0.0	0.0	99.99
Z0759	26.95	60.42	12.63	0.0	44.71	55.29	0.0	39.43	4.9	55.67	0.0	100.0	45.98	54.02	0.0	0.0	100.01
Z0760	60.42	29.75	9.83	5.07	42.91	52.02	5.52	18.29	37.38	38.8	85.21	14.79	34.25	65.75	0.0	0.0	99.99
Z0762	19.0	15.2	65.8	6.47	28.84	64.69	1.34	7.25	2.4	89.02	5.62	94.38	0.0	100.0	0.0	0.0	100.0
Z0764	100.0	0.0	0.0	0.0	44.52	55.48	5.38	42.57	0.0	52.05	100.0	0.0	60.05	39.95	0.0	94.96	5.04
Z0766	68.86	31.14	0.0	22.83	26.1	51.06	43.95	20.52	0.0	35.53	100.0	0.0	59.85	40.15	0.0	40.49	59.51
Z0768	56.71	13.03	30.26	0.0	59.06	40.94	1.52	37.03	14.26	47.18	55.37	44.63	59.08	40.92	26.76	0.0	73.24
Z0770	7.71	42.15	50.13	38.1	44.54	17.37	15.93	52.42	25.02	6.62	0.0	100.0	43.77	56.23	0.0	0.0	100.0
Z0771	58.02	4.3	37.68	0.0	14.7	85.3	0.0	20.82	72.3	6.87	3.77	96.23	6.67	93.33	0.0	0.0	100.0
Z0773	29.09	43.05	27.86	0.0	9.84	90.16	0.0	27.68	0.0	72.32	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0774	69.12	19.42	11.46	1.06	54.17	44.77	24.86	14.81	34.84	25.49	85.01	14.99	43.29	56.71	0.0	6.74	93.26
Z0775	38.99	46.99	14.02	34.61	43.26	22.13	71.37	12.01	6.65	9.97	85.9	14.1	75.16	24.84	0.0	35.96	64.04
Z0776	32.7	35.03	32.27	20.8	26.38	52.82	26.51	27.95	16.58	28.97	98.33	1.67	72.7	27.3	0.0	0.0	100.0
Z0777	48.78	48.17	3.05	0.0	47.72	52.28	7.07	46.54	20.53	25.87	100.0	0.0	32.87	67.13	0.0	0.0	100.0
Z0778	50.01	46.82	3.17	0.0	51.79	48.21	13.28	49.41	16.99	20.33	100.0	0.0	43.91	56.09	0.0	0.0	100.0
Z0779	57.36	42.64	0.0	0.0	45.02	54.98	0.0	47.75	6.17	46.09	54.44	45.56	0.0	100.0	0.0	16.24	83.76
Z0780	34.14	59.85	6.01	0.0	32.98	67.02	10.41	29.3	19.67	40.62	73.47	26.53	31.76	68.24	0.0	4.34	95.66
Z0781	34.01	51.57	14.43	0.0	41.83	58.17	0.0	43.29	36.45	20.26	86.01	13.99	17.48	82.52	0.0	0.0	100.0
Z0782	20.53	67.98	11.49	0.0	31.78	68.22	53.26	4.73	0.0	42.01	54.07	45.93	68.55	31.45	0.0	0.0	100.0
Z0783	51.3	4.0	44.7	0.0	43.55	56.45	25.72	65.85	0.0	8.43	32.33	67.67	70.3	29.7	0.0	0.0	100.0
Z0787	43.64	56.36	0.0	0.0	25.55	74.45	0.0	15.65	0.0	84.35	91.02	8.98	15.08	84.92	0.0	3.23	96.77
Z0788	13.44	86.56	0.0	0.0	3.21	96.79	0.0	68.05	0.0	31.95	91.52	8.48	19.26	80.74	0.0	19.45	80.55
Z0789	25.64	74.36	0.0	15.88	84.12	0.0	21.01	78.99	0.0	0.0	100.0	0.0	20.08	79.92	0.0	0.0	100.0
Z0790	100.0	0.0	0.0	19.88	41.48	38.64	14.33	17.94	67.73	0.0	61.22	38.78	12.85	87.15	0.0	0.0	100.0
Z0791	100.0	0.0	0.0	0.0	18.92	81.08	0.0	21.02	11.43	67.56	16.28	83.72	0.0	100.0	0.0	0.0	100.0
Z0793	80.26	19.74	0.0	40.72	20.09	39.19	40.33	36.4	15.32	7.95	100.0	0.0	43.93	56.07	0.0	0.0	100.0
Z0794	66.44	33.56	0.0	69.19	30.81	0.0	83.67	16.33	0.0	0.0	100.0	0.0	79.98	20.02	0.0	21.51	78.49
Z0795	19.85	71.4	8.75	34.35	47.22	18.43	16.48	45.04	35.67	2.81	18.26	81.74	20.46	79.54	0.0	3.91	96.09
Z0796	19.54	66.8	13.66	20.75	59.98	19.27	9.27	31.68	25.45	33.6	28.95	71.05	14.99	85.01	0.0	16.88	83.12
Z0797	27.88	45.96	26.16	28.51	40.36	31.13	3.05	7.39	39.91	49.64	81.4	18.6	14.01	85.99	0.0	28.9	71.09
Z0800	39.09	22.12	38.79	26.49	30.39	43.12	50.18	39.58	7.34	2.9	59.34	40.66	20.67	79.33	1.32	6.87	91.82
Z0803	47.03	21.96	31.01	2.29	34.44	63.27	4.85	5.81	56.41	32.93	67.0	33.0	46.09	53.91	0.0	0.0	100.0
Z0804	58.52	34.55	6.93	0.0	29.08	70.92	8.14	29.92	15.92	46.02	30.12	69.88	16.57	83.43	0.0	8.29	91.7
Z0805	93.11	6.89	0.0	0.0	84.95	15.05	53.63	29.56	14.45	2.36	87.01	12.99	82.52	17.48	0.0	18.66	81.33
Z0806	15.4	84.6	0.0	0.0	46.95	53.05	3.89	12.74	69.36	14.01	98.05	1.95	14.67	85.33	0.0	0.0	100.0
Z0807	58.54	27.37	14.09	0.0	69.04	30.96	21.37	46.62	0.0	32.02	78.39	21.61	65.89	34.11	0.0	12.71	87.28
Z0812	61.92	13.6	24.49	13.65	43.4	42.94	12.5	36.66	48.33	2.52	9.38	90.62	33.11	66.89	0.0	0.0	100.0
Z0814	59.76	40.24	0.0	0.0	32.06	67.94	8.05	19.98	63.95	8.04	100.0	0.0	32.83	67.17	0.0	0.0	100.0
Z0815	58.31	41.69	0.0	0.0	41.69	58.31	38.26	21.88	22.7	17.17	68.87	31.13	46.58	53.42	0.0	12.4	87.6
Z0816	13.42	86.58	0.0	0.0	8.37	91.63	10.13	3.45	43.95	42.47	95.86	4.14	0.0	100.0	0.0	0.0	99.99
Z0818	95.04	4.96	0.0	3.62	56.76	39.62	29.14	41.12	9.73	20.01	100.0	0.0	14.45	85.55	0.0	0.0	100.0
